"id","name","code","account_type","note","chart_template_id/id","nocreate","reconcile"
"chartgr_10_00","Land","10","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_10_01","Gross amount (cost or revaluation) of land","1001","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_10_02","Accumulated impairment","1002","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_11_00","Depreciable land improvements","11","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_11_01","Gross amount (cost or revaluation) of depreciable land improvements","1101","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_11_02","Accumulated depreciation","1102","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_11_03","Accumulated impairment","1103","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_12_00","Buildings and physical infrastructure","12","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_12_01","Gross amount (cost or revaluation)","1201","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_12_02","Accumulated depreciation","1202","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_12_03","Accumulated impairment","1203","asset_fixed","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_00","Machinery","13","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_01","Acquisition cost","1301","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_02","Accumulated depreciation","1302","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_13_03","Accumulated impairment","1303","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_00","Transportation equipment","14","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_01","Acquisition cost","1401","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_02","Accumulated depreciation","1402","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_14_03","Accumulated impairment","1403","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_00","Other equipment","15","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_01","Acquisition cost","1501","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_02","Accumulated depreciation","1502","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_15_03","Accumulated impairment","1503","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_00","Investment property","16","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_01","Gross amount (cost or revaluation)","1601","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_02","Accumulated depreciation","1602","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_16_03","Accumulated impairment","1603","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_00","Biological fixed assets","17","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_01","Living animals","1701","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_01_01","Gross amount (cost or revaluation)","170101","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_01_02","Accumulated depreciation","170102","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_01_03","Accumulated impairment","170103","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_02","Trees and plants","1702","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_02_01","Gross amount (cost or revaluation)","170201","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_02_02","Accumulated depreciation","170202","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_17_02_03","Accumulated impairment","170203","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_00","Intangibles","18","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01","Development expenditure","1801","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_01","Acquisition cost of development expenditure","180101","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_02","Accumulated depreciation of development expenditure","180102","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_01_03","Accumulated impairment of development expenditure","180103","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_02","Goodwill","1802","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_02_01","Acquisition cost of goodwill","180201","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_02_02","Accumulated depreciation of goodwill","180202","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_02_03","Accumulated impairment of goodwill","180203","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_03","Other intangibles","1803","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_03_01","Acquisition cost of other intangibles","180301","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_03_02","Accumulated depreciation of other intangibles","180302","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_18_03_03","Accumulated impairment of other intangibles","180303","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_00","Merchandise","20","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_01","Merchandise – opening balance","2001","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_02","Purchases of merchandise","2002","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_03","Discounts and allowances of merchandise","2003","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_04","Returns of merchandise","2004","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_05","Write-downs of merchandise","2005","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_20_06","Merchandise – closing balance","2006","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_21_00","Finished products","21","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_21_01","Finished products – opening balance","2101","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_21_02","Production of goods","2102","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_21_03","Write-downs of goods","2103","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_21_04","Finished products – closing balance","2104","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_00","Biological current assets","22","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01","Living Animals","2201","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01_01","Living Animals – opening balance","220101","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01_02","Purchases of living animals","220102","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01_03","Discounts and allowances on living animals","220103","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01_04","Returns of living animals","220104","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01_05","Write-downs of living animals","220105","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01_06","Fair value differences – living animals","220106","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_01_07","Living Animals – closing balance","220107","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02","Trees and plants","2202","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02_01","Trees and plants – opening balance","220201","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02_02","Purchases of trees and plants","220202","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02_03","Discounts and allowances on trees and plants","220203","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02_04","Returns of trees and plants","220204","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02_05","Write-downs of trees and plants","220205","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02_06","Fair value differences of trees and plants","220206","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_22_02_07","Trees and plants – closing balance","220207","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_23_00","Work in progress","23","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_23_01","Opening balance of work in progress","2301","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_23_02","Closing balance of work in progress","2302","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_24_00","Materials","24","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_24_01","Materials–opening balance of materials","2401","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_24_02","Purchases of materials","2402","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_24_03","Discounts and allowances of materials","2403","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_24_04","Returns of materials","2404","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_24_05","Write-downs of materials","2405","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_24_06","Materials – closing balance","2406","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_25_00","Packing materials","25","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_25_01","Packing materials – opening balance","2501","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_25_02","Purchases of packing materials","2502","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_25_03","Discounts and allowances of packing materials","2503","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_25_04","Returns of packing materials","2504","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_25_05","Write-downs of packing materials","2505","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_25_06","Packing materials – closing balance","2506","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_26_00","Spare parts","26","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_26_01","Spare parts – opening balance","2601","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_26_02","Purchases of spare parts","2602","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_26_03","Discounts and allowances of spare parts","2603","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_26_04","Returns of spare parts","2604","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_26_05","Write-downs of spare parts","2605","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_26_06","Spare parts – closing balance","2606","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_27_00","Other inventory","27","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_27_01","Other inventory – opening balance","2701","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_27_02","Purchases of other inventory","2702","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_27_03","Discounts and allowances of other inventory","2703","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_27_04","Returns of other inventory","2704","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_27_05","Write-downs of other inventory","2705","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_27_06","Other inventory – closing balance","2706","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_30_00","Accounts receivable","30","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_30_01","Accounts receivables from non-related entities","3001","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_30_01_01","Accounts receivables from non-related entities – nominal amount","300101","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_30_01_02","Interest not accrued on receivables from non-related entities","300102","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_30_01_03","Advances from customers – non-related entities","300103","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_30_01_04","Impairment of receivables from non-related entities","300104","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_30_02","Accounts receivables from related entities","3002","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_30_02_01","Accounts receivables from related entities – nominal amount","300201","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_30_02_02","Interest not-accrued on receivables from related entities","300202","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_30_02_03","Advances from customers – related entities","300203","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_30_02_04","Impairment of receivables from related entities","300204","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_31_00","Notes receivables","31","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_31_01","Notes receivables from non-related entities","3101","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_31_01_01","Notes receivables from non-related entities – nominal amount","310101","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_31_01_02","Interest not-accrued on receivables from non-related entities","310102","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_31_01_03","Impairment of receivables from non-related entities","310103","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_31_02","Notes receivables from related entities","3102","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_31_02_01","Notes receivables from related entities – nominal amount","310201","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_31_02_02","Interest not-accrued on receivables from related entities","310202","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_31_02_03","Impairment of receivables from related entities","310203","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_32_00","Loans given","32","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_32_01","Loans given to related parties","3201","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_32_02","Loans given to personnel and management","3202","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_32_03","Other loans given","3203","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_32_04","Impairment of loans given","3204","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_00","Other receivables","33","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_01","Revenue from equity investments receivable","3301","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_01_01","Revenue from equity investments receivable – nominal amount","330101","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_01_02","Impairment of revenue from equity investments receivable","330102","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_02","Other receivables from related entities","3302","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_33_02_01","Other receivables from related entities– nominal amount","330201","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_33_02_02","Impairment of other receivables from related entities","330202","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_03","Other receivables from non-related entities","3303","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_33_03_01","Other receivables from non-related entities, nominal amount","330301","asset_receivable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_33_03_02","Impairment of other receivables from non-related entities","330302","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_04","Guarantees","3304","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_00","Financial instruments (investments)","34","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_01","Debt instruments","3401","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_02","Other equity instruments","3402","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_03","Other financial assets","3403","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_00","Financial instruments held for hedging","35","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_01","Financial instruments held for fair value hedging","3501","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_02","Financial instruments held for cash flow hedging","3502","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_00","Investments (equity)","36","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_01","Investment in subsidiaries","3601","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_01_01","Investment in subsidiaries","360101","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_01_02","Impairment of investment in subsidiaries","360102","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_02","Investment in associates","3602","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_02_01","Investment in associates","360201","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_02_02","Impairment of investment in associates","360202","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_03","Investment in joint ventures","3603","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_03_01","Investment in joint ventures","360301","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_03_02","Impairment of investment in joint ventures","360302","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_37_00","Prepaid expenses and accrued revenue","37","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_37_01","Prepaid expenses","3701","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_37_01_01","Prepaid expenses to non-related entities","370101","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_37_01_02","Prepaid expenses to related entities","370102","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_37_02","Accrued revenue","3702","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_37_02_01","Accrued revenue from non-related entities","370201","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_37_02_02","Accrued revenue from related entities","370202","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_00","Cash and cash equivalents","38","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_01","Cash in hand","3801","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_02","Sight deposits","3802","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_03","Time deposits","3803","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_04","Other cash equivalents","3804","asset_cash","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_00","Deferred tax asset","39","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_00","Capital (paid-in)","40","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_00","Share premium","41","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_00","Owners' deposits","42","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_00","Treasury titles","43","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_01","Acquisition cost of treasury titles","4301","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_02","Gain/Loss from the sale of treasury titles","4302","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_00","Fair value reserves","44","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_01","Fair value reserves - tangible assets","4401","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_02","Fair value reserves - available for sale","4402","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_03","Fair value reserves - cash flow hedges","4403","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_00","Exchange differences","45","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_46_00","Legal reserves","46","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_47_00","Tax reserves","47","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_48_00","Articles of association and other reserves","48","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_48_01","Articles of association reserves","4801","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_48_02","Optional reserves formed by a decision of the owners’ general assembly","4802","equity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_49_00","Retained earnings","49","equity_unaffected","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_00","Accounts payable","50","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_50_01","Accounts payable – non-related entities","5001","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_50_02","Accounts payable – related entities","5002","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_50_03","Advances to suppliers – non-related entities","5003","liability_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_03_01","Advances for non-current assets, non-related entities","500301","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_03_02","Advances for inventory, non-related entities","500302","liability_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_03_03","Other advances to suppliers, non-related entities","500303","liability_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_04","Advances to suppliers – related entities","5004","liability_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_04_01","Advances for non-current assets, related entities","500401","asset_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_04_02","Advances for inventory, related entities","500402","liability_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_04_03","Other advances to suppliers, related entities","500403","liability_non_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_51_00","Notes payable","51","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_51_01","Notes payable to non-related entities","5101","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_51_02","Notes payable to related entities","5102","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_52_00","Bank loans","52","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_52_01","Bank loans from non-related entities","5201","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_52_02","Bank loans from related entities","5202","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_00","Other liabilities","53","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_01","Loans received from non-related parties","5301","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_02","Loans received from related parties","5302","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_03","Employee compensation payable","5303","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_53_04","Liabilities to owners and management","5304","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_05","Dividends and amounts of a similar nature payable","5305","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_53_06","Other liabilities to non-related entities","5306","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_53_07","Other liabilities to related entities","5307","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_54_00","Taxes and levies payable","54","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_54_01","Income tax payable","5401","liability_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_54_01_01","Income tax due as per annual tax return","540101","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_54_01_02","Income tax withheld (contra account)","540102","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_54_01_03","Advance payment of income tax (contra account)","540103","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_54_02","Value Added Tax","5402","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
