"id","code","name","account_type","reconcile","chart_template_id:id"
"ua_psbp_100",100,"Investment properties","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_101",101,"Real estate","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_102",102,"Expenditure on land improvements","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_103",103,"Buildings and structures","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_104",104,"Machines and equipment","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_105",105,"Transportation","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_106",106,"Other fixtures and fittings, tools and equipments","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_107",107,"Animals","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_108",108,"Perennial lands","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1091",1091,"Other fixed assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1092",1092,"Fixed assets intended for sale","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_111",111,"Library Funds","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_112",112,"Low-value non-current tangible assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_113",113,"Temporary (untitled) buildings","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_114",114,"Natural resources","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_115",115,"Packing stock","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_116",116,"Rental items","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1171",1171,"Other non-current tangible assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1172",1172,"Non-current tangible assets intended for sell","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_121",121,"Rights to use natural resources","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_122",122,"Property usage rights","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_123",123,"Rights of commercial designations","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_124",124,"Industrial property rights","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_125",125,"Copyright and related rights","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_127",127,"Other intangible assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_131",131,"Deprecation of fixed assets","expense_depreciation",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_132",132,"Deprecation of other non-current tangible assets","expense_depreciation",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_133",133,"Accumulated depreciation of intangible assets","expense_depreciation",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_134",134,"Accumulated depreciation of long-term biological assets","expense_depreciation",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_135",135,"Deprecation of real estate","expense_depreciation",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_141",141,"Investments involving parties by accounting for participation in capital","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_142",142,"Shares in affiliated undertakings","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_143",143,"Investments in unrelated parties","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_151",151,"Capital invested in construction","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1521",1521,"Purchase of fixed assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1522",1522,"Production and modernization of fixed assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1531",1531,"Purchase of other non-current tangible assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1532",1532,"Manufacturing and upgrading other non-current fixed assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1541",1541,"Acquisition of intangible assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_1542",1542,"Production of intangible assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_155",155,"Acquisition (cultivation) of long-term biological assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_161",161,"Long-term biological assets of crops which are estimated at fair cost","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_162",162,"Long-term biological assets of crops which are estimated at original cost","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_163",163,"Long-term biological assets of animal husbandry which are estimated at fair cost","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_164",164,"Long-term biological assets of animal husbandry which are estimated at original cost","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_165",165,"Immature long-term biological assets evaluated at fair cost","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_166",166,"Unmature long-term biological assets evaluated at original cost","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_17",17,"Deferred tax assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_181",181,"Lease debts","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_182",182,"Long-term bills received","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_183",183,"Other receivables","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_184",184,"Other non-current assets","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_191",191,"Goodwill upon acquisition","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_192",192,"Negative Goodwill","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_193",193,"Goodwill during privatization (corporatization)","asset_fixed",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_200",200,"Transport and procurement costs (materials)","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_201",201,"Raw materials and materials","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_202",202,"Purchase of semi-finished products and consumables","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_203",203,"Fuel","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_204",204,"Packing and packing materials","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_205",205,"Construction materials","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_206",206,"Materials transferred to recycling","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_207",207,"Spare parts","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_208",208,"Agricultural purpose materials","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_209",209,"Other materials","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_211",211,"Current biological assets of crops estimated at fair cost","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_212",212,"Current biological assets of animal husbandry estimated at fair cost","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_213",213,"Current biological assets of animal husbandry estimated at original cost","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_22",22,"Low-value and fast-wearing items","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_231",231,"Main production costs","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_232",232,"Auxiliary production","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_233",233,"Maintenance production costs","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_234",234,"Old production","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_235",235,"Maintenance and repair of fixed assets","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_238",238,"Unfinished construction contracts","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_239",239,"Intermediate accounts","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_24",24,"Defect in production","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_25",25,"Semi-finished products","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_26",26,"Finished goods","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_27",27,"Agricultural products","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_280",280,"Transport and procurement costs","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_281",281,"Goods in stock","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_2811",2811,"Goods shipped from warehouse","asset_current",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_2812",2812,"Goods received in stock","liability_current",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_282",282,"Trade goods (for sale cost)","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_283",283,"Goods on commission","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_284",284,"Packing under goods","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_285",285,"Trade markup","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_286",286,"Non-current assets and disposal groups held for sale","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_289",289,"Trade goods (by purchase cost)","asset_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_311",311,"Bank accounts in national currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_312",312,"Bank accounts in foreign currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_313",313,"Other bank accounts in domestic currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_314",314,"Other bank accounts in foreign currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_315",315,"Special bank accounts in national currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_316",316,"Special bank accounts in foreign currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_331",331,"Monetary documents in national currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_332",332,"Monetary documents in foreign currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_333",333,"Money in the national currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_334",334,"Cash transfers in foreign currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_335",335,"Electronic money denominated in national currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_341",341,"Short-term bills received in national currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_342",342,"Short-term bills received in foreign currency","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_3511",3511,"Cash equivalents (in national currency)","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_3512",3512,"Cash equivalents (in foreign currency)","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_352",352,"Other current financial investments","asset_cash",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_361",361,"Amount owed by domestic customers","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_362",362,"Amount owed by foreign customers","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_363",363,"Amount owed by PFG members","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_364",364,"Settlements on guaranteed provision","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_365",365,"Amount owed by retail customers","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_366",366,"Amount owed by domestic customers (PoS)","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_3711",3711,"Payments for advances received (in national currency)","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_3712",3712,"Payments for advances received (in foreign currency)","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_3721",3721,"Amount owed by accountable individuals in national currency","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_3722",3722,"Amount owed by accountable individuals in foreign currency","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_373",373,"Settlements based on accrued income","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_374",374,"Settlements for Claims","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_375",375,"Settlements for compensation damages","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_376",376,"Payments for loans to members of credit unions","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_3771",3771,"Amount owed by other debtors (in national currency)","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_3772",3772,"Amount owed by other debtors (in foreign currency)","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_3773",3773,"Amount owed by workers and employees on other operations","liability_payable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_378",378,"Amount owed by state trust funds","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_379",379,"Settlements for operations with derivatives","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_381",381,"Trade receivable for goods, work, services","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_382",382,"Trade receivables customer","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_383",383,"Trade receivables for issued advances","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_384",384,"Trade receivables for accrued income","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_385",385,"Reserves for own shares","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_386",386,"Other debt","asset_receivable",TRUE,"l10n_ua_psbo_chart_template"
"ua_psbp_39",39,"Deferred expenses","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_401",401,"Share capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_402",402,"Share capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_403",403,"Other registered capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_404",404,"Contributions to unregistered statutory capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_411",411,"Revaluation (depreciation) of fixed assets","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_412",412,"Revaluation (depreciation) of intangible assets","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_413",413,"Revaluation (depreciation) of financial assets","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_414",414,"Other capital in assessments","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_421",421,"Issued capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_422",422,"Other invested capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_423",423,"Exchange rate differences","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_424",424,"Unpaid non-current assets","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_425",425,"Other additional capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_43",43,"Reserve capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_441",441,"Retained earnings","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_442",442,"Uncovered losses","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_443",443,"Revenues used in the reporting period","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_451",451,"Withdrawn shares","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_452",452,"Withdrawn deposits and shares","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_453",453,"Another withdrawn capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_46",46,"Unpaid capital","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_471",471,"Provision of vacation pay","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_472",472,"Additional pension provision","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_473",473,"Provision for guaranteed obligations","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_474",474,"Provision for other costs and payments","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_475",475,"Provision related to investment activities","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_476",476,"Provision related to financial activities","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_477",477,"Provision of financial incentives","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_478",478,"Provision for the restoration of land areas","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_481",481,"Result exempted from taxation","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_482",482,"Result from budget and government special funds","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_483",483,"Charity and donations","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_484",484,"Other means for target funding","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_491",491,"Technical reserves","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_492",492,"Life insurance reserves","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_493",493,"Share of reinsurers in technical reserves","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_494",494,"Share of reinsurers in life insurance reserves","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_495",495,"Result of changes in technical reserves","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_496",496,"Results of change in life insurance reserves","equity",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_501",501,"Long-term bank loans in national currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_502",502,"Long-term bank loans in foreign currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_503",503,"Long-term bank loans in national currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_504",504,"Long-term bank loans in foreign currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_505",505,"Other long-term loans in domestic currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_506",506,"Other long-term loans in foreign currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_511",511,"Long-term bills issued in national currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_512",512,"Long-term bills issued in foreign currency","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_521",521,"Bond obligations","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_522",522,"Premiums on conversion of bonds into shares","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_523",523,"Discounts on issued bonds","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_531",531,"Obligation for financial lease","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_532",532,"Obligation for the lease of property complexes","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_54",54,"Deferred tax obligations","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_55",55,"Other long-term loans","liability_non_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_601",601,"Short-term bank loans in national currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_602",602,"Short-term bank loans in foreign currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_603",603,"Deferred short-term bank loans in national currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_604",604,"Deferred short-term bank loans in foreign currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_605",605,"Overdue loans in national currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_606",606,"Overdue loans in foreign currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_611",611,"Current debt on long-term obligations in national currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_612",612,"Current debt on long-term obligations in foreign currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_621",621,"Short-term bills issued in national currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
"ua_psbp_622",622,"Short-term bills issued in foreign currency","liability_current",FALSE,"l10n_ua_psbo_chart_template"
